"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen5_0022",0.262109,0.227753,0.083408,1,1,1,1,1,1,1,1,1,1,0,0,0,0.0548042694392026,0.184158984666279,0.0589984847087018,10
"gen5_0002",0.269261,0.232974,0.106411,0,1,0,1,1,0,1,1,1,0,1,0,0,0.0548139568409854,0.0937622841049156,0.0594997343394343,7
"gen5_0018",-0.277389,0.236166,0.106447,0,1,0,1,1,1,1,1,1,0,1,0,0,0.0548862468064661,0.0700440662722358,0.0590151764301164,8
"gen5_0048",-0.199831,0.203702,0.107141,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0548914457437496,0.119486641586527,0.0595298049452691,11
"gen5_0063",0.319366,0.285471,0.009997,1,1,1,1,1,0,1,1,0,0,1,0,0,0.0551018577267625,0.109301289865922,0.0591338698882159,8
"gen5_0027",-0.314384,0.149665,0.088867,1,1,1,1,1,1,1,1,0,1,1,1,1,0.0551889314417844,0.0926663055071176,0.0598853664066996,12
"gen5_0038",0.237575,0.214371,0.114877,1,1,0,1,1,1,1,1,1,1,1,0,0,0.0552749092091295,0.173072426685948,0.0592950119398171,10
"gen5_0021",-0.295992,0.138008,0.091654,0,1,0,1,1,0,1,1,0,0,1,1,1,0.0553303594669011,0.0432199729752426,0.0589379729851009,8
"gen5_0053",-0.147053,0.249556,0.120121,1,1,0,1,1,1,1,1,1,1,1,0,0,0.0554331685296305,0.135003764978962,0.0600442344888931,10
"gen5_0061",0.15468,0.221784,0.069859,0,1,0,1,1,0,1,1,1,0,0,1,1,0.055615646948556,0.11483499534746,0.0618489455460604,8
"gen5_0029",-0.056877,0.04347,0.115592,1,1,1,1,1,0,1,1,0,1,1,0,1,0.0557486526940775,0.0220836595920155,0.058350685222191,10
"gen5_0055",0.194056,0.23343,0.135138,1,1,1,1,1,0,1,1,0,0,1,1,0,0.0558563855514381,0.101903689705866,0.0610523097070921,9
"gen5_0049",0.235767,0.263051,0.077359,1,0,1,1,0,1,1,1,0,0,1,1,0,0.0559312343238748,0.0841671691779055,0.0598609168917928,8
"gen5_0004",-0.314391,0.240181,0.11358,1,1,1,1,1,1,1,1,0,0,1,1,0,0.0559629066368143,0.0779337262226291,0.0605825244616186,10
"gen5_0017",-0.29328,0.239652,0.111513,1,1,1,1,1,1,1,1,0,1,0,1,0,0.0561047994916275,0.0958686636856353,0.0614230773403861,10
"gen5_0051",0.340164,0.295428,0.065328,0,0,1,1,0,1,1,1,0,0,1,1,0,0.0562390812352681,0.0827019413928841,0.0604870499158342,7
