"Par1","Par2"
15,5
7,15
14,13
7,3
12,4
5,3
6,4
9,2
2,4
9,6
10,7
10,14
14,4
8,7
13,14
2,8
9,6
11,10
15,5
8,13
8,4
13,7
12,7
7,9
4,2
2,13
16,13
14,1
3,13
14,16
2,6
1,12
1,5
13,14
7,13
4,1
15,13
3,4
1,12
13,8
7,10
15,7
7,16
11,3
16,5
6,16
11,2
3,11
