"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen19_0003",-0.044247,0.087502,0.08282,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0533517757326142,0.075434821597699,0.0579464096683032,12
"gen19_0062",-0.04361,0.126983,0.005136,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535265433254124,0.103671940981413,0.0586123458131583,11
"gen19_0001",-0.05238,0.121218,0.076146,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535681361055527,0.097556138870612,0.0584456003317592,11
"gen19_0058",-0.052972,0.122266,0.077419,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535821652178682,0.0959596573854078,0.0584722122519706,11
"gen19_0002",-0.04584,0.122388,0.077655,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535830959043628,0.0959358779331317,0.0584592333098706,11
"gen19_0044",-0.04434,0.122032,0.082819,1,1,0,1,1,1,1,1,1,1,1,1,0,0.053604934266683,0.0935268743350066,0.0584822705962648,11
"gen19_0026",-0.044997,0.120645,0.082835,1,1,1,1,1,1,1,1,1,1,1,1,0,0.053631550407392,0.100139009396167,0.0584456315196213,12
"gen19_0004",-0.035587,0.121516,0.077309,1,1,0,1,1,1,1,1,1,1,0,1,0,0.0536514074083631,0.0815715805348077,0.0580245321173037,10
"gen19_0056",-0.043609,0.125441,0.077653,1,1,1,1,1,1,1,1,1,1,1,1,0,0.053681082398744,0.105349381516532,0.058546858814466,12
"gen19_0047",-0.046389,0.120395,0.082846,1,1,1,1,1,1,1,1,1,1,0,1,1,0.0537007587546476,0.10591823134986,0.0579599699866835,12
"gen19_0064",-0.04382,0.129653,0.080481,1,1,0,1,1,1,1,1,1,1,1,1,0,0.053702535325918,0.105799480703477,0.0586004245394151,11
"gen19_0007",-0.046079,0.100394,0.08021,1,1,1,1,1,0,1,1,1,1,1,1,0,0.053720781570332,0.0739522934737691,0.0586148245647144,11
"gen19_0008",-0.042638,0.12194,0.082814,1,0,1,1,1,1,1,1,1,1,1,1,0,0.0537443765062907,0.0954214483624121,0.0583673598092008,11
"gen19_0051",-0.045009,0.129136,0.082902,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0537479008891896,0.109524429092987,0.0587168654520074,12
"gen19_0023",-0.038196,0.11907,0.082812,1,1,0,1,1,0,1,1,1,1,1,1,0,0.0538107535022448,0.083026750824493,0.0588968972288395,10
"gen19_0046",-0.036555,0.120488,0.082289,1,1,0,1,1,0,1,1,1,1,1,1,0,0.0538211644974713,0.0815724819626713,0.0589211131901433,10
