"Par1","Par2"
13,6
2,16
1,10
1,3
10,14
12,3
12,3
3,5
15,8
12,7
15,11
2,5
15,3
4,15
10,15
15,4
4,9
9,2
3,6
8,11
15,3
5,2
8,12
9,2
9,11
1,12
2,1
14,4
10,1
13,8
9,11
10,12
3,12
12,10
12,3
6,14
1,9
4,11
6,3
9,5
5,10
16,5
12,14
3,11
7,1
16,10
11,16
16,14
