"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen28_0040",-0.043404,0.108872,0.029778,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0532364370942743,0.0937165896305404,0.0583173567118379,12
"gen28_0039",-0.039,0.091445,0.047001,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0532524508660773,0.0736080710778339,0.0580630544301251,11
"gen28_0050",-0.044591,0.088704,0.046272,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0532591238899932,0.0689613166851622,0.0579837550741495,11
"gen28_0025",-0.044469,0.098844,0.062695,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0532702500980407,0.0858986289603272,0.0581874583465155,12
"gen28_0002",-0.044414,0.115703,0.018534,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0532751083606994,0.103345395541465,0.0583514509635963,12
"gen28_0032",-0.04441,0.115832,0.018065,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0532762604106053,0.102449787041816,0.0583521391278726,12
"gen28_0022",-0.044377,0.115255,0.027037,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0533086013426208,0.103441828386778,0.0583489621977163,12
"gen28_0033",-0.041277,0.105609,0.058649,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0533174929379919,0.0816859100161021,0.0583781089095836,11
"gen28_0003",-0.044403,0.116055,0.028222,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0533222113072072,0.0993081871966677,0.0583722049662403,12
"gen28_0019",-0.045401,0.115711,0.031214,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0533426653914204,0.101758405219358,0.0583689985122447,12
"gen28_0029",-0.045014,0.115119,0.022059,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0533563857424763,0.0928581239437702,0.0583853449273139,11
"gen28_0024",-0.043544,0.114813,0.023087,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0533596867815743,0.089864335007105,0.0583788408910855,11
"gen28_0006",-0.043524,0.115827,0.022481,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0533621616077929,0.0937181280571578,0.0583957420170274,11
"gen28_0007",-0.043406,0.11416,0.043017,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0533722015563746,0.101208559652255,0.0584133566736796,12
"gen28_0045",-0.045474,0.115256,0.039654,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0533742574290721,0.101808946006357,0.0583898619629764,12
"gen28_0042",-0.042922,0.111261,0.043168,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0533962627656943,0.0908491459072085,0.0585472326756832,11
"gen28_0048",-0.042969,0.113919,0.05366,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534006417220605,0.0872858518922615,0.0585055776854956,11
"gen28_0061",-0.041981,0.114209,0.054014,1,1,0,1,1,1,1,1,1,1,1,1,0,0.053401877521964,0.0900749634196668,0.0584963062284878,11
"gen28_0011",-0.04273,0.112825,0.037674,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534074828702706,0.0891275633485762,0.0584782714051241,11
"gen28_0012",-0.045481,0.114721,0.027355,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534112330700449,0.0914398951325147,0.0584380404143795,11
"gen28_0013",-0.026774,0.116132,0.056986,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534123187839811,0.0937910170389144,0.0584677636438473,11
"gen28_0060",-0.044097,0.114989,0.002483,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534194914591131,0.0904203331600028,0.0584258848445974,11
"gen28_0027",-0.044535,0.11559,0.054852,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534215572726777,0.0904188373936852,0.0585201430605383,11
"gen28_0016",-0.043041,0.114416,0.042576,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534261119255047,0.0918023144052917,0.0586234193809864,11
"gen28_0046",-0.045369,0.115242,0.036206,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534379183333132,0.0940156835474666,0.0584983486395353,11
"gen28_0049",-0.043934,0.116859,0.050726,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534499142054913,0.0909946929666927,0.0585749641371178,11
"gen28_0057",-0.043335,0.113457,0.070187,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534775164321671,0.0936427397394552,0.0583505422510671,11
"gen28_0056",-0.054001,0.111819,0.059365,1,1,0,1,1,1,1,1,1,0,1,1,0,0.0535776223382321,0.0682204606119441,0.0576365841591289,10
"gen28_0004",-0.043044,0.090842,0.069643,1,1,0,1,1,1,1,1,1,0,1,1,0,0.0535976659921957,0.0512320622190626,0.0577475443475864,10
"gen28_0014",-0.045503,0.115792,0.056411,0,1,1,1,1,1,1,1,1,1,1,1,0,0.0536506282671511,0.0914099036991089,0.0585018502322734,11
"gen28_0058",-0.042943,0.107284,0.042473,1,1,1,1,1,1,1,1,1,1,1,0,0,0.0536534340927777,0.077273588514235,0.0573074045562467,11
"gen28_0053",0.392926,0.114096,0.049917,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0537217014350867,0.135779987774579,0.0589196105502396,11
"gen28_0047",-0.042582,0.113427,0.046248,1,1,0,1,1,1,1,1,1,1,1,0,0,0.0537436064273427,0.0695016820873994,0.0572787864342275,10
"gen28_0038",-0.043046,0.114724,0.030389,1,0,0,1,1,1,1,1,1,1,1,1,0,0.0538270208202314,0.084333347836265,0.0584429829790449,10
"gen28_0043",-0.044501,0.113547,0.022841,0,1,1,1,1,1,1,1,1,1,0,1,0,0.0539583812905515,0.0773835246718232,0.0582698776528935,10
"gen28_0052",-0.038821,0.083405,0.039187,1,0,0,1,1,1,1,1,1,1,1,0,0,0.0542251313626112,0.0468316307961183,0.0571573016931067,9
"gen28_0041",-0.042991,0.109736,0.069051,1,0,0,1,1,1,1,1,1,1,1,0,0,0.0543214831778257,0.0612149338899367,0.0575477975432857,9
"gen28_0028",-0.044374,0.114362,0.044576,1,1,1,1,1,1,1,0,1,1,1,1,0,0.0545780956603318,0.0842844175194346,0.0589123658601806,11
"gen28_0044",-0.042774,0.109089,0.073318,1,1,0,0,1,1,1,1,1,1,1,1,0,0.0546762562460425,0.0684746607815634,0.0583547638243385,10
"gen28_0055",0.506733,0.086326,0.058444,1,0,0,1,1,1,1,1,0,1,1,1,0,0.0547069038453591,0.0736458484512637,0.0589311461665589,9
"gen28_0059",-0.043189,0.107295,0.019387,1,1,1,1,0,1,1,1,1,1,1,1,0,0.0548114309526356,0.068323269356145,0.0589247052220805,11
"gen28_0009",-0.042039,0.113531,0.059564,1,1,0,1,0,1,1,1,1,1,1,1,0,0.0549229109857996,0.0636370972051885,0.0588700928446585,10
"gen28_0023",-0.045301,0.115828,0.022925,1,1,0,1,0,1,1,1,1,1,1,1,0,0.0549832276683597,0.065258496423055,0.0587842925190501,10
