"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen9_0048",-0.166338,0.106106,0.072514,1,1,1,1,1,0,1,1,1,0,1,1,1,0.0541102069499144,0.0663648968968935,0.0577560138072198,11
"gen9_0013",0.012923,0.139705,0.09684,0,1,0,1,1,1,1,1,1,1,0,1,0,0.0542076636352673,0.0880203812240397,0.0586469750603651,9
"gen9_0042",-0.194751,0.152219,0.114794,1,1,0,1,1,0,1,1,1,0,1,1,1,0.0543190292714277,0.0805964501150242,0.0592305730388047,10
"gen9_0034",0.184833,0.225402,0.091975,1,0,1,1,1,0,1,1,1,0,1,0,0,0.0543326607608494,0.108376209135353,0.0589391835639887,8
"gen9_0024",-0.143868,0.152209,0.09049,1,1,0,1,1,1,1,1,1,1,1,1,1,0.0543365848728276,0.132151446166642,0.0594876377802067,12
"gen9_0021",0.045223,0.145394,0.082152,1,1,0,1,1,1,1,1,0,1,1,1,0,0.0543390653277124,0.0920384665877026,0.0586375868994226,10
"gen9_0032",-0.003245,0.150745,0.088787,1,1,0,1,1,0,1,1,1,0,1,1,0,0.0543431573181307,0.0753790578962166,0.0585856029391646,9
"gen9_0061",0.115669,0.168036,0.107325,1,1,0,1,1,0,1,1,1,0,1,0,0,0.0543466299287939,0.0703962622178342,0.058538218961619,8
"gen9_0059",-0.027596,0.155086,0.11139,1,1,0,1,1,0,1,1,1,0,1,1,0,0.0543972083410212,0.0733267534616754,0.0593020382184307,9
"gen9_0004",-0.3193,0.165363,0.064627,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0544046564361108,0.0965079253900129,0.0593817715442787,11
"gen9_0057",-0.228463,0.211467,0.090214,1,1,0,1,1,0,1,1,1,0,1,0,1,0.0544541901916629,0.0851547520797495,0.0588290968186248,9
"gen9_0058",-0.00919,0.217446,0.0725,1,1,1,1,1,0,1,1,1,1,1,0,0,0.0545357977823586,0.137034931609048,0.0597007432946709,10
"gen9_0040",-0.097075,0.142869,0.108471,0,1,0,1,1,0,1,1,1,1,1,0,0,0.0545456668518875,0.0610409924876977,0.0584803121091111,8
"gen9_0051",-0.298685,0.170517,0.067167,1,1,0,1,1,0,1,1,1,0,1,1,0,0.0545538906726295,0.0632678663601147,0.0588775865121351,9
"gen9_0007",-0.169982,0.110777,0.092688,1,1,1,1,1,1,1,1,0,1,1,1,1,0.0545569488532165,0.0797180948903699,0.0588132817689461,12
"gen9_0020",0.210572,0.186037,0.107017,0,1,0,1,1,0,1,1,1,0,1,0,0,0.0546021737520368,0.0735263796981295,0.0589095782433285,7
