"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen24_0038",-0.043816,0.114201,0.018789,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0533374173943871,0.0935132527147198,0.0583498407973318,11
"gen24_0027",-0.000828,0.1159,0.056979,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534052876866449,0.0954520366899116,0.0584484047491903,11
"gen24_0011",-0.045503,0.115792,0.056411,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534168966937125,0.0919193137883343,0.0585043763196369,11
"gen24_0044",-0.044066,0.12123,0.026962,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534502120554639,0.0967935619978749,0.058598243166856,11
"gen24_0004",-0.043893,0.111789,0.07948,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534844736073938,0.0877858373972982,0.0582861648118563,11
"gen24_0042",-0.041369,0.111752,0.080765,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0534852311094903,0.086281667197336,0.0582911697796598,11
"gen24_0017",-0.041636,0.117834,0.055844,1,1,1,1,1,1,1,1,1,1,1,1,0,0.0534923125524431,0.103525825860496,0.0585475130168917,12
"gen24_0006",-0.046738,0.121114,0.046446,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535028569966057,0.0944171585400701,0.0586301931126771,11
"gen24_0030",-0.043193,0.113748,0.082141,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535109101828747,0.0896236014288633,0.0583323447129246,11
"gen24_0061",-0.047237,0.11539,0.078652,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535152074329599,0.0874864361948916,0.058389236946148,11
"gen24_0029",-0.043378,0.116171,0.078834,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535204691109788,0.0896769806001425,0.058410923832838,11
"gen24_0054",-0.042537,0.115895,0.07976,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535241429036259,0.088837594682875,0.0583857659111995,11
"gen24_0050",-0.044815,0.121896,0.038025,1,1,0,1,1,1,1,1,1,0,1,1,0,0.0535256586069354,0.0701402703848863,0.0575527273507697,10
"gen24_0009",-0.038661,0.117237,0.078005,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535259000299785,0.0906388571632155,0.0584329639768054,11
"gen24_0057",-0.044628,0.116709,0.07872,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535259082954551,0.0922750943251234,0.0584221775805146,11
"gen24_0012",-0.040791,0.115882,0.082569,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535293826125478,0.0883287375645486,0.0583607055739671,11
"gen24_0063",-0.041456,0.115936,0.082264,1,1,0,1,1,1,1,1,1,1,1,1,0,0.0535300694058149,0.0897388691137308,0.0583607189925372,11
