"Par1","Par2"
16,3
10,9
2,1
16,4
6,12
12,10
3,11
8,9
6,7
12,11
1,4
15,7
14,2
4,6
15,12
8,9
9,8
12,8
8,6
9,2
6,7
1,15
3,12
2,10
4,7
5,16
6,14
4,15
8,12
5,12
5,15
10,6
11,14
16,1
1,6
2,7
10,7
11,8
9,13
1,5
3,13
12,10
14,10
7,10
1,15
12,6
2,6
15,2
