"NAMES","M","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M.1","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen5_0047",5,0,1,1,0,1,0,1,1,1,1,1,1,1,0.0581735040602827,0.052335510089444,0.0510358976520344,10
"gen5_0053",8,0,0,0,0,1,0,1,1,0,1,1,0,0,0.0583561029361719,0.0340399711177986,0.0520930756073423,5
"gen5_0059",9,0,1,0,0,1,0,1,1,1,1,1,0,1,0.0586453664939405,0.0466718779591444,0.0566618490503083,8
"gen5_0001",10,0,0,1,0,1,0,1,1,0,1,1,1,1,0.0586462011508428,0.0515786382593745,0.0511542533971867,8
"gen5_0022",10,0,0,1,0,1,0,1,1,0,1,1,1,1,0.0586462011508428,0.0478241655754508,0.0511542533971867,8
"gen5_0035",10,0,0,1,0,1,0,1,1,0,1,1,1,1,0.0586462011508428,0.0400432933411277,0.0511542533971867,8
"gen5_0056",10,0,0,1,0,1,0,1,1,0,1,1,1,1,0.0586462011508428,0.0402514914839928,0.0511542533971867,8
"gen5_0002",9,0,1,0,0,1,0,1,1,0,1,1,1,1,0.0586637744291114,0.0497326935298121,0.0544009092585662,8
"gen5_0020",9,0,1,0,0,1,0,1,1,0,1,1,1,1,0.0586637744291114,0.052770151057157,0.0544009092585662,8
"gen5_0037",9,0,1,0,0,1,0,1,1,0,1,1,1,1,0.0586637744291114,0.0414178855030836,0.0544009092585662,8
"gen5_0055",9,0,1,0,0,1,0,1,1,0,1,1,1,1,0.0586637744291114,0.0443042721053325,0.0544009092585662,8
"gen5_0003",9,0,0,1,0,1,0,1,1,0,1,1,1,1,0.0587480334592604,0.0498103280817252,0.0507857970290788,8
"gen5_0038",9,0,0,1,0,1,0,1,1,0,1,1,1,1,0.0587480334592604,0.0555004808406917,0.0507857970290788,8
"gen5_0018",11,0,1,0,0,1,0,1,1,0,1,1,1,1,0.0588027743445731,0.0332328912234398,0.0536952630231767,8
"gen5_0024",10,0,0,0,0,1,0,1,1,0,1,1,0,1,0.0588455473874586,0.0365347658270109,0.0512960869784772,6
"gen5_0063",10,0,0,0,0,1,0,1,1,0,1,1,0,1,0.0588455473874586,0.0410539236576153,0.0512960869784772,6
"gen5_0040",9,0,1,0,0,1,0,1,1,1,1,1,1,1,0.0588626772933097,0.0484788549974465,0.0566903770026975,9
"gen5_0044",6,0,1,0,0,1,0,1,1,1,1,1,1,1,0.0589020529409395,0.0430307856983853,0.0542254462498212,9
"gen5_0046",6,0,1,0,0,1,0,1,1,1,1,1,1,1,0.0589020529409395,0.0352000915534318,0.0542254462498212,9
"gen5_0005",3,0,0,1,1,1,0,1,1,0,1,1,1,0,0.0589041498861767,0.0554136610890727,0.0515656039760006,8
"gen5_0061",11,0,1,0,0,1,0,1,1,0,1,1,0,0,0.0589462585039551,0.0438322576878059,0.0545706781777362,6
"gen5_0060",8,0,1,1,0,1,0,1,1,0,1,1,0,0,0.0589630032428967,0.0463750103428844,0.0519057326434448,7
"gen5_0023",11,0,0,1,0,1,0,1,1,0,1,1,0,1,0.0589671985388906,0.04672197706346,0.0511354868118764,7
"gen5_0019",11,0,0,0,0,1,0,1,1,0,1,1,0,1,0.0589798773375605,0.0448487606663924,0.0512960869784772,6
"gen5_0006",11,0,0,0,0,1,0,1,1,0,1,1,1,1,0.0589994592785444,0.0466761264712527,0.0512487573361627,7
"gen5_0007",11,0,0,0,0,1,0,1,1,0,1,1,1,1,0.0589994592785444,0.0403148992385841,0.0512487573361627,7
"gen5_0031",11,0,0,0,0,1,0,1,1,0,1,1,1,1,0.0589994592785444,0.0396717938990248,0.0512487573361627,7
