"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen11_0054",371,10.8,1,1,1,1,1,1,1,1,1,0,0,0,0,0.0527236776682279,0.056230284410725,0.0576526799315366,9
"gen11_0053",380,10.7,1,1,1,1,1,1,1,1,1,0,0,0,0,0.0528864586194046,0.0499959712561843,0.057643872601157,9
"gen11_0023",389,10.6,1,1,1,1,1,1,1,1,1,0,0,0,0,0.0530091584247662,0.0524754451639999,0.0580774480296174,9
"gen11_0003",440,9.7,1,1,1,1,1,1,1,1,0,0,1,0,0,0.0530190934424931,0.0575918292273128,0.0588257628469479,9
"gen11_0064",389,10.6,1,1,1,1,1,1,1,1,0,0,0,0,0,0.0530232769354744,0.0423847787918511,0.0585314785556161,8
"gen11_0020",468,10.1,1,1,1,1,1,1,1,1,0,0,1,0,0,0.0530323656203255,0.0577761585323401,0.0585063921009155,9
"gen11_0049",407,10.4,1,1,1,1,1,1,1,1,0,0,1,1,0,0.0530380329738738,0.078361971965423,0.0579141322167109,10
"gen11_0044",389,10.8,1,1,1,1,1,1,1,1,0,0,0,0,0,0.0530590708075359,0.0428372647041282,0.0582077575044724,8
"gen11_0042",480,10.2,1,1,1,1,1,1,1,1,0,0,1,0,0,0.0530786338910634,0.0540584143661679,0.0590412412842972,9
"gen11_0052",413,9.8,1,1,1,1,1,1,1,1,0,0,1,0,0,0.053085956876236,0.0530107379914724,0.0595567488198733,9
"gen11_0031",392,10.4,1,1,1,1,1,1,1,1,0,0,0,0,0,0.0531392482568306,0.0424147984538736,0.0586303856923765,8
"gen11_0059",286,10,1,1,1,1,1,1,1,1,0,0,1,1,0,0.0531491545477284,0.0687007666116647,0.0583742979194604,10
"gen11_0037",372,10.9,1,1,1,1,1,1,1,1,0,0,0,0,0,0.0531527324292068,0.0459473319019524,0.0586685832411636,8
"gen11_0021",390,9.7,1,1,1,1,1,1,1,1,0,0,0,1,0,0.0531626697093351,0.0606726671346904,0.0579734598987786,9
"gen11_0026",357,11,1,1,1,1,1,1,1,1,0,0,0,0,0,0.0531691465986675,0.0458913787635571,0.0585776560412855,8
"gen11_0008",364,11,1,1,1,1,1,1,1,1,0,0,1,0,0,0.0531773916022985,0.0600349396206613,0.0595826163366554,9
"gen11_0040",436,10.4,1,1,1,1,1,1,1,1,0,0,0,0,0,0.0531774599058598,0.0401729217949647,0.0581058291352676,8
"gen11_0039",268,10.3,1,1,1,1,1,1,1,1,0,0,1,0,0,0.0531775147431083,0.0533155043275974,0.0587974094101509,9
"gen11_0027",354,10.7,1,1,1,1,1,1,1,1,0,0,1,0,0,0.0531862202523334,0.0569537651560369,0.0586379734698467,9
"gen11_0002",478,11,1,1,1,1,1,1,1,1,0,0,1,0,0,0.0532060890195224,0.0616326851865284,0.0596716246685547,9
"gen11_0038",371,10.8,1,1,1,1,1,1,1,1,0,0,1,0,0,0.0532200526973556,0.0547179260183922,0.0589965967761694,9
"gen11_0050",279,10.4,1,1,1,1,1,1,1,1,0,0,1,0,0,0.053224840424618,0.0563350347156852,0.0580185465383367,9
"gen11_0029",386,11.1,1,1,1,1,1,1,1,1,0,0,1,0,0,0.0532334415043425,0.0641949338061818,0.0596340452344395,9
"gen11_0034",923,11.1,1,1,1,1,1,1,1,1,0,0,1,0,0,0.0532805869829784,0.0792782004422044,0.0590241628231547,9
"gen11_0033",375,11,1,1,1,1,1,1,1,1,0,0,0,0,0,0.0532867132764541,0.0504017314771637,0.0579472905879195,8
"gen11_0048",674,10.5,1,1,1,1,1,1,1,1,0,0,0,0,0,0.0532990485035632,0.0494861696067188,0.058425814699886,8
"gen11_0007",356,11,1,1,1,1,1,1,1,1,0,0,0,0,0,0.0533022740266144,0.0449642340213193,0.0588802230798932,8
"gen11_0013",855,10.1,1,1,1,1,1,1,1,1,0,0,0,1,0,0.053308762662476,0.0732522687245283,0.0574600071255948,9
"gen11_0014",395,10.5,0,1,0,1,1,1,1,1,0,0,0,0,0,0.0533181751373487,0.0344977401494928,0.0603072758749825,6
"gen11_0057",386,11,1,1,1,1,1,1,1,1,0,0,1,1,0,0.0533292275858483,0.0857966763388344,0.0581940588058551,10
"gen11_0047",659,10.6,1,1,1,1,1,1,1,1,0,0,1,1,0,0.0533628492556514,0.0930662535497263,0.0593076683560907,10
"gen11_0056",306,11,1,1,1,1,1,1,1,1,0,1,0,1,0,0.053367984839003,0.0755635376428909,0.0580297843375515,10
"gen11_0025",363,11,1,1,1,1,1,1,1,1,0,0,1,0,0,0.0533809949484441,0.0583898947783319,0.0591268147895332,9
"gen11_0010",387,10.7,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0533916867435308,0.07803059450152,0.0591827927759613,10
"gen11_0035",599,11.1,1,1,1,1,1,1,1,1,0,0,1,0,0,0.0534011393251787,0.071275223854214,0.0588408611025083,9
"gen11_0004",264,11,1,1,1,1,1,1,1,1,0,0,0,0,1,0.0534114807455597,0.0575488868182275,0.0596848918951666,9
"gen11_0011",435,9.8,0,1,1,1,1,1,1,1,0,0,1,0,0,0.0534249959885384,0.0459662066189995,0.0597609441260929,8
"gen11_0012",349,10.4,1,1,0,1,1,1,1,1,0,0,0,0,0,0.0534315139116924,0.0378234008977341,0.0592861947004078,7
"gen11_0043",435,9.9,0,1,1,1,1,1,1,1,0,0,0,1,0,0.0534946021718545,0.0525430082729871,0.0591167124299586,8
"gen11_0017",361,11,1,1,1,1,1,1,1,1,0,0,0,1,0,0.0534985672679376,0.0585001695041298,0.0580193612314088,9
"gen11_0051",454,11,0,1,1,1,1,1,1,1,0,0,0,0,0,0.0535113432329306,0.0402169400772371,0.0590908900867233,7
"gen11_0030",364,11,1,1,1,0,1,1,1,1,0,0,1,0,0,0.0536237738239188,0.0454556574977956,0.0593353641871434,8
"gen11_0022",434,11,1,1,1,1,1,1,1,0,0,0,1,0,0,0.0536307150427158,0.0601560417965461,0.0609776255555296,8
"gen11_0055",322,11,1,1,1,1,1,1,1,0,0,0,1,0,0,0.0537011597132964,0.0556440923797929,0.0600598621708774,8
"gen11_0063",389,10.1,1,1,1,1,1,1,1,1,1,1,0,1,0,0.0537576907025163,0.0828532267676616,0.0579509654683011,11
"gen11_0018",305,10.9,1,1,1,1,1,1,1,0,0,0,0,0,0,0.0538725510847576,0.0348448860263421,0.0589080779410886,7
"gen11_0001",285,10.1,0,0,1,1,1,1,1,1,0,0,1,1,0,0.0539026649823347,0.0685474889714108,0.0599568783214598,8
"gen11_0046",391,10.8,1,1,1,1,1,1,1,0,0,0,1,1,0,0.0539795489133212,0.0797931047733712,0.0591710576091711,9
"gen11_0006",386,11.1,1,1,1,1,0,1,1,1,0,0,1,0,0,0.054035315887378,0.0439116588406568,0.0597146568153366,8
"gen11_0009",418,9.9,1,1,1,1,1,0,1,1,0,0,1,1,0,0.054055480505698,0.0716838885326518,0.0578954609435847,9
"gen11_0060",439,9.8,1,1,1,1,0,1,1,1,0,0,1,0,0,0.0541602673342973,0.0399390785095877,0.059108272722561,8
"gen11_0019",138,9.7,1,1,1,1,1,1,1,1,0,0,0,1,0,0.0542329675704793,0.04033023201353,0.0589985983645439,9
"gen11_0036",400,9.9,1,1,1,1,1,0,1,1,0,0,1,1,0,0.054300270867668,0.0588682515852303,0.0572870481579266,9
"gen11_0028",359,10.7,1,1,1,1,1,0,1,1,0,0,0,0,0,0.054413980815205,0.0344247526646349,0.0592875844376314,7
"gen11_0058",389,11,1,1,1,1,1,0,1,1,0,0,0,0,0,0.0545704751341333,0.0403929527747596,0.0591483867427906,7
"gen11_0061",386,10.8,0,1,1,1,1,0,1,1,0,0,1,0,1,0.0547889654802758,0.0630256055320763,0.0602828539446982,8
"gen11_0005",401,16.1,1,1,1,1,1,1,1,1,0,0,1,0,0,0.0557146599884074,0.110273351100841,0.0602919561123602,9
"gen11_0062",426,18.7,1,1,1,1,1,0,1,1,0,0,1,0,0,0.057385225781054,0.12264961350558,0.062921267772864,8
"gen11_0032",346,18.5,1,1,1,1,1,1,1,1,0,0,0,1,0,0.0580050276873536,0.143785958322848,0.0598907164398714,9
"gen11_0024",393,18.8,1,1,1,1,1,1,1,1,0,0,1,0,0,0.059211769209564,0.140834772587966,0.063011170424235,9
