"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen14_0059",407,10.3,1,1,1,1,1,1,1,1,0,0,0,1,0,0.0528805028850585,0.061086407432848,0.0582540445305092,9
"gen14_0042",465,10.3,1,1,1,1,1,1,1,1,0,0,1,0,0,0.0529112942672249,0.0627131816838366,0.058705718355663,9
"gen14_0025",354,10.3,1,1,1,1,1,1,1,1,1,0,0,0,0,0.0529380601831702,0.0540223972172608,0.056862613932857,9
"gen14_0018",284,10.5,1,1,1,1,1,1,1,1,0,0,0,1,0,0.0529472862362058,0.0545237935457537,0.058174451247895,9
"gen14_0049",410,9.8,1,1,1,1,1,1,1,1,1,0,0,0,0,0.0529862897644025,0.0457943057992462,0.0566816921094926,9
"gen14_0043",370,10.9,1,1,1,1,1,1,1,1,0,0,1,0,0,0.0530098753603568,0.0572090781753262,0.0600415685881445,9
"gen14_0044",360,11,1,1,1,1,1,1,1,1,0,0,0,1,0,0.0530331376713535,0.0589424519761316,0.0579517331140538,9
"gen14_0015",413,9.8,1,1,1,1,1,1,1,1,0,0,1,0,0,0.0530583252071908,0.0543900827362508,0.0591704423552405,9
"gen14_0064",412,10.3,1,1,1,1,1,1,1,1,0,0,1,0,0,0.0530597707870731,0.0572129260130216,0.0597329631052215,9
"gen14_0039",371,10.7,1,1,1,1,1,1,1,1,0,0,0,1,0,0.0530634236125063,0.0560753935755682,0.0575001247523771,9
"gen14_0040",390,10.7,1,1,1,1,1,1,1,1,0,0,0,0,0,0.0530958933571201,0.0455375643792219,0.0586140870530731,8
"gen14_0005",480,10.2,1,1,1,1,1,1,1,1,0,0,1,0,0,0.0531090307868982,0.0619088997188529,0.0594927118526375,9
"gen14_0021",354,10.6,1,1,0,1,1,1,1,1,0,0,0,0,0,0.0531100037973392,0.042684489915919,0.0587193123712839,7
"gen14_0060",364,10.5,1,1,1,1,1,1,1,1,0,0,1,0,0,0.0531204832702412,0.0587211267994416,0.058620965624024,9
"gen14_0016",389,10.6,1,1,1,1,1,1,1,1,0,0,1,0,0,0.0531259316090046,0.0569930681969449,0.0595346092958329,9
