"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen20_0001",401,10.5,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0002",358,10.2,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0003",386,10.7,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0004",372,10.7,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen20_0005",384,10.9,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen20_0006",306,10.4,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0007",389,10.4,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0008",566,10.6,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0009",613,10.7,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0010",387,10.4,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0011",388,10.7,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen20_0012",394,10.5,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen20_0013",392,9.4,1,1,1,1,1,1,1,1,1,0,0,1,0
"gen20_0014",386,9.6,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0015",389,10.7,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0016",372,10.3,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0017",344,9.9,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0018",354,9.9,1,1,1,1,1,1,1,1,1,0,0,1,0
"gen20_0019",390,10.6,1,1,1,1,1,1,1,1,1,0,0,1,0
"gen20_0020",388,9.5,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0021",426,10.5,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen20_0022",534,10.6,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0023",584,10.5,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0024",416,10.6,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0025",387,10.7,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0026",388,10.4,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0027",389,10.7,1,1,1,1,1,1,1,1,1,0,1,0,0
"gen20_0028",388,10.7,1,1,1,1,1,1,1,1,0,0,0,0,0
"gen20_0029",399,10.4,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0030",473,10.6,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0031",387,10.6,1,1,1,1,1,1,1,1,0,0,0,0,0
"gen20_0032",373,10.4,1,1,1,1,1,1,1,1,1,0,1,0,0
"gen20_0033",540,10.6,1,1,1,1,1,1,1,1,0,0,0,0,0
"gen20_0034",420,10.5,1,1,1,1,1,1,1,1,1,1,0,0,0
"gen20_0035",390,10.5,1,1,1,1,1,1,1,1,1,1,0,0,0
"gen20_0036",393,10.4,1,1,1,1,1,1,1,1,0,0,0,0,0
"gen20_0037",591,10.6,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0038",411,10.5,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0039",480,10.6,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0040",473,10.4,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0041",388,9.9,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0042",356,9.9,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0043",372,10.3,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0044",389,10.4,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0045",497,10.3,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0046",441,10.6,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0047",386,10.8,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0048",386,9.5,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0049",395,10.6,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen20_0050",387,10.6,1,1,1,1,1,1,1,1,0,0,0,0,0
"gen20_0051",386,10.7,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0052",389,9.6,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0053",389,10.6,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen20_0054",393,10.6,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen20_0055",386,10.5,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen20_0056",373,10.6,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen20_0057",372,10.3,1,1,1,1,1,1,1,1,1,0,1,0,0
"gen20_0058",372,10.7,1,1,1,1,1,1,1,1,0,0,0,0,0
"gen20_0059",375,10.8,1,1,1,1,1,1,1,1,1,0,1,0,0
"gen20_0060",381,10.4,1,1,1,1,1,1,1,1,0,0,0,0,0
"gen20_0061",372,10.8,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen20_0062",384,10.8,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen20_0063",371,10.2,1,1,1,1,1,1,1,1,0,0,0,0,0
"gen20_0064",359,10.7,1,1,1,1,1,1,1,1,1,0,1,0,0
