"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen15_0001",407,10.3,1,1,1,1,1,1,1,1,0,0,0,1,0
"gen15_0002",465,10.3,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0003",354,10.3,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen15_0004",284,10.5,1,1,1,1,1,1,1,1,0,0,0,1,0
"gen15_0005",410,9.8,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen15_0006",370,10.9,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0007",360,11,1,1,1,1,1,1,1,1,0,0,0,1,0
"gen15_0008",413,9.8,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0009",412,10.3,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0010",371,10.7,1,1,1,1,1,1,1,1,0,0,0,1,0
"gen15_0011",390,10.7,1,1,1,1,1,1,1,1,0,0,0,0,0
"gen15_0012",480,10.2,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0013",354,10.6,1,1,0,1,1,1,1,1,0,0,0,0,0
"gen15_0014",364,10.5,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0015",389,10.6,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0016",224,10,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0017",465,10.2,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen15_0018",425,9.8,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0019",370,10.5,1,1,1,1,1,1,1,1,0,0,1,1,0
"gen15_0020",278,10.5,1,1,1,1,1,1,1,1,0,0,0,0,0
"gen15_0021",406,10.1,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0022",298,10.1,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0023",294,9.9,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0024",343,9.9,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0025",427,10.7,1,1,1,1,1,1,1,1,0,0,0,0,0
"gen15_0026",409,10.3,1,1,1,1,1,1,1,1,0,0,1,1,0
"gen15_0027",394,10.5,1,1,1,1,1,1,1,1,0,0,0,0,0
"gen15_0028",389,10.5,1,1,1,1,1,1,1,1,0,0,1,1,0
"gen15_0029",447,10.2,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0030",403,10.9,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0031",429,10.3,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0032",448,10.3,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0033",400,10.5,1,1,1,1,1,1,1,1,0,0,0,0,0
"gen15_0034",402,10.5,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0035",324,10.3,1,1,1,1,1,1,1,1,1,0,0,0,0
"gen15_0036",370,10,1,1,1,1,1,1,1,1,0,0,0,1,0
"gen15_0037",381,10.9,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0038",401,10.3,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0039",363,10.5,1,1,1,1,1,1,1,1,0,0,0,0,0
"gen15_0040",355,10.3,1,1,1,1,1,1,1,1,1,0,1,0,0
"gen15_0041",365,10.2,1,1,1,1,1,1,1,1,0,0,0,1,0
"gen15_0042",402,11.1,1,1,1,1,1,1,1,1,0,0,0,1,0
"gen15_0043",427,10,1,1,1,1,1,1,1,1,1,0,1,0,0
"gen15_0044",448,10.1,1,1,1,1,1,1,1,1,0,0,0,0,0
"gen15_0045",372,10.7,1,1,1,1,1,1,1,1,0,0,0,0,0
"gen15_0046",389,10.7,1,1,1,1,1,1,1,1,0,0,0,1,0
"gen15_0047",241,10.1,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0048",347,10.4,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0049",396,10.7,1,1,1,1,1,1,1,1,0,0,0,1,0
"gen15_0050",440,10.3,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0051",380,10.7,1,1,0,1,1,1,1,1,0,0,0,0,0
"gen15_0052",364,10.6,1,1,1,1,1,1,1,1,0,0,0,0,0
"gen15_0053",274,10.5,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0054",422,10.3,1,1,1,1,1,1,1,1,0,0,0,1,0
"gen15_0055",391,10.6,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0056",463,10.3,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0057",368,10.9,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0058",366,10.5,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0059",226,10.1,1,1,1,1,1,1,1,1,0,0,0,1,0
"gen15_0060",369,10.6,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0061",388,10.6,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen15_0062",355,10.6,1,1,0,1,1,1,1,1,0,0,0,0,0
"gen15_0063",359,10.8,1,1,1,1,1,1,1,1,1,0,0,1,0
"gen15_0064",355,10.5,1,1,1,1,1,1,1,1,0,0,0,0,0
