"Par1","Par2"
11,16
13,7
3,7
15,12
5,16
7,6
12,14
5,7
7,14
16,5
5,9
3,8
3,10
8,6
13,8
13,16
8,5
2,8
5,16
12,9
8,10
3,5
3,7
2,1
1,15
6,3
16,9
14,1
10,5
6,9
1,9
3,8
5,4
10,11
16,9
12,10
14,16
5,10
2,15
1,12
14,4
5,1
13,2
2,5
11,15
13,5
12,11
9,13
