"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen3_0036",0.459348,0.087134,0.149424,1,1,0,1,1,0,1,1,1,1,0,0,1,0.0521559399889749,0.122230997582268,0.0556345373630601,9
"gen3_0064",-0.124615,0.086308,0.084473,0,0,1,1,1,0,1,1,0,1,0,1,1,0.0542002509063023,0.0729070553900818,0.053313733938257,8
"gen3_0001",-0.148839,0.071727,0.089509,0,0,0,1,1,0,1,1,0,1,0,1,0,0.0546098920833257,0.0398580926033119,0.0535623416014794,6
"gen3_0035",-0.016708,0.135013,0.085085,0,0,1,0,1,0,1,1,1,1,1,0,1,0.0547532633465448,0.139508693488698,0.057261033992197,8
"gen3_0003",-0.172291,0.149089,0.105687,1,0,0,1,0,1,1,1,0,1,1,1,0,0.0548002936286962,0.0874098383888475,0.0539515632716275,8
"gen3_0016",-0.3597,0.105274,0.022128,1,1,0,1,0,1,1,1,1,1,1,1,1,0.0551768053085044,0.102644381721585,0.0555473071761586,11
"gen3_0018",-0.236629,0.051175,0.128645,1,0,0,1,0,0,1,1,1,1,0,1,1,0.0553188712180204,0.0398686258839291,0.0546929109764416,8
"gen3_0044",-0.270209,0.074526,0.200032,1,1,0,1,1,0,1,1,1,1,0,1,1,0.0554608851477077,0.0680981381100693,0.0572641672660119,10
"gen3_0058",0.555833,0.234028,0.075699,1,1,0,1,0,0,1,1,1,0,1,0,0,0.0556761148392281,0.166451924290317,0.0565367155943394,7
"gen3_0034",-0.121325,0.112804,0.225523,0,1,0,1,1,0,1,1,1,1,0,1,1,0.0557605883559343,0.0914962390141104,0.0572639754619887,9
"gen3_0030",-0.133351,0.011073,0.099731,0,1,0,1,0,0,1,1,1,1,1,1,0,0.0567169889139125,0.0127592048694031,0.0558342407863582,8
"gen3_0033",-0.174842,0.13277,0.162708,0,0,0,1,1,0,1,1,0,1,1,0,1,0.0567896760453978,0.0740130283062087,0.0531642834385672,7
"gen3_0021",-0.2264,0.236434,0.142843,1,1,0,1,0,0,1,1,1,0,1,0,0,0.0571082847526729,0.0836046936637077,0.0552733288847934,7
"gen3_0042",0.344056,0.268626,0.158047,0,0,0,1,0,0,1,1,0,0,0,0,1,0.0575862778596199,0.0437534307082687,0.0524221179601021,4
"gen3_0062",-0.190218,0.258079,0.186791,1,0,0,1,0,0,1,1,1,1,0,0,0,0.0576097987703469,0.0872003079645912,0.0554719723009279,6
"gen3_0008",-0.151978,0.209257,0.114543,0,0,0,1,0,0,1,1,0,0,1,0,0,0.0576181820500443,0.0240788538849227,0.0526252424472343,4
"gen3_0026",-0.131051,0.026524,0.190814,0,1,0,1,0,1,1,1,1,0,1,0,0,0.0577941813983249,0.0160825478048041,0.0538641975908513,7
"gen3_0005",-0.102219,0.223498,0.15393,0,0,0,1,0,0,1,1,0,1,0,1,1,0.0578339559772328,0.075550908006562,0.0543826624824093,6
"gen3_0061",-0.286844,0.229748,0.15755,0,1,0,1,0,0,1,1,0,1,1,1,1,0.0584753256793159,0.112247232606472,0.0548542554245785,8
"gen3_0004",0.64577,0.323402,0.056753,1,1,0,0,1,0,1,1,1,0,1,0,0,0.0586005349266889,0.302158980866815,0.0672212809032119,7
"gen3_0023",-0.111887,0.104127,0.220126,1,0,0,1,0,1,1,1,1,1,1,1,0,0.0586369859003193,0.0770516132815662,0.0537289745716683,9
"gen3_0032",-0.340765,0.13264,0.207916,0,0,0,1,0,1,1,1,1,1,0,0,0,0.0589150362782339,0.0403409293719839,0.0542685202300165,6
"gen3_0059",0.437306,0.304065,0.189988,1,1,0,0,1,0,1,1,1,0,1,0,0,0.0591458661527329,0.195400983816886,0.0633054882120705,7
"gen3_0055",0.463457,0.251254,0.141568,1,0,0,1,0,1,1,1,1,1,1,1,0,0.059219832517411,0.299653344668093,0.0580915878936264,9
"gen3_0056",-0.210401,0.240147,0.202607,1,1,0,1,1,1,1,1,0,0,1,0,0,0.0592764809080309,0.0976041691107444,0.0553832730203433,8
"gen3_0006",-0.397381,0.26765,0.172347,1,1,0,1,0,0,1,1,1,1,1,0,0,0.0593060272636504,0.111586270731392,0.0576092189451198,8
"gen3_0007",0.082432,0.307767,0.18527,1,0,0,1,0,0,1,1,0,1,1,0,0,0.0595140924855021,0.115265460696718,0.0558559661042745,6
"gen3_0043",-0.292621,0.054603,0.228546,0,0,0,1,0,1,1,1,1,1,1,0,1,0.059607446161238,0.0362147990993733,0.0531328728180815,8
"gen3_0051",-0.225562,0.266386,0.152251,1,0,0,0,0,0,1,1,0,1,0,0,1,0.0596607638192352,0.0603515695890659,0.0582895395342385,5
"gen3_0057",0.515284,0.246065,0.219542,1,1,1,0,1,0,1,1,1,0,0,0,0,0.0597537126807137,0.158520222824582,0.0624678342471042,7
"gen3_0038",0.090472,0.136688,0.289851,1,1,0,0,1,0,1,1,1,1,1,0,0,0.0598589691985873,0.0949625276156005,0.0595965869783842,8
"gen3_0010",-0.374843,0.264329,0.190411,1,1,0,1,0,0,1,1,1,1,1,0,0,0.0599186943955746,0.109311146413633,0.0571728204265444,8
"gen3_0015",-0.093037,0.221719,0.250919,0,1,0,1,1,0,1,1,1,1,1,0,1,0.0602613721767759,0.161519229514571,0.0600763527401344,9
"gen3_0022",-0.322959,0.240473,0.144047,0,1,0,0,0,1,1,1,0,1,1,0,0,0.0604477535153142,0.06373834841823,0.0581183207208337,6
"gen3_0017",-0.326201,0.077954,0.299933,0,1,1,1,1,1,1,1,1,1,1,0,1,0.0606163831542093,0.06389211705957,0.0583540797041694,11
"gen3_0031",-0.366844,0.172515,0.283078,1,1,0,1,1,0,1,1,1,1,1,0,0,0.0606578745462461,0.0840028648729044,0.0608327212666634,9
"gen3_0054",-0.279656,0.304977,0.200906,0,0,0,1,0,0,1,1,0,1,0,1,1,0.060944200605821,0.0780131018053818,0.0551642394789453,6
"gen3_0027",-0.167716,0.132375,0.235535,0,0,0,1,0,1,1,1,0,1,1,0,0,0.0612255208214047,0.0380937855443624,0.0526638315840413,6
"gen3_0011",-0.332766,0.040826,0.300583,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0614507907499243,0.0289973876452815,0.0571357655520246,8
"gen3_0049",-0.365707,0.127453,0.239128,1,1,0,1,0,1,1,1,0,1,1,0,0,0.0614579868569878,0.0447962232139185,0.0541486282138794,8
"gen3_0039",0.702423,0.280028,0.275096,0,1,0,1,1,0,1,1,1,1,0,0,0,0.0615277604865388,0.25421100786688,0.061111791170691,7
"gen3_0013",-0.167478,0.276221,0.270033,0,0,0,1,0,0,1,1,1,1,0,0,0,0.0616315794296542,0.0683462915634536,0.0554788456376308,5
"gen3_0014",0.425347,0.281801,0.238488,1,1,0,1,0,0,1,1,1,0,1,0,0,0.0618438785812848,0.138583006462115,0.0558102903386893,7
"gen3_0048",0.090089,0.27745,0.24919,0,1,0,1,0,0,1,1,1,0,1,0,0,0.0618859521470646,0.0896128690632529,0.0542267970149521,6
"gen3_0025",1.069256,0.201473,0.211201,1,1,0,0,0,0,1,1,0,1,1,1,0,0.0618901295879248,0.162988747708864,0.0571074669321548,7
"gen3_0047",0.16778,0.280572,0.259331,1,0,0,1,0,0,1,1,1,0,0,0,0,0.0619765211741444,0.0792087939105587,0.0540928067646784,5
"gen3_0045",-0.407073,0.158054,0.262854,1,1,0,1,0,1,1,1,1,1,1,0,0,0.0623127189636159,0.0655717524624075,0.0567962293172502,9
"gen3_0046",0.47272,0.229021,0.2669,0,1,0,1,0,0,1,1,1,0,1,1,1,0.0631014678939774,0.167669073148098,0.057886675401539,8
"gen3_0012",0.940774,0.306776,0.218796,1,1,0,0,1,0,1,1,0,0,1,0,1,0.0635482107699732,0.217269671213395,0.0652148920229838,7
"gen3_0019",-0.291214,0.208892,0.291432,0,0,0,1,0,1,1,1,1,1,0,1,1,0.0646673125393904,0.0918315571610551,0.0576381990361952,8
"gen3_0002",-0.20313,0.023855,0.137312,0,0,0,1,1,0,1,0,1,1,0,1,1,0.0647809768771618,0.0198451704362172,0.0634831247148154,7
"gen3_0063",-0.126443,0.208917,0.158966,1,0,0,1,0,0,1,0,0,1,0,1,0,0.0648799957512328,0.0468833941560951,0.0650828308527178,5
