"Par1","Par2"
15,16
7,1
5,6
8,11
10,11
12,8
7,9
3,14
7,13
12,8
11,7
8,6
12,1
1,16
15,14
13,6
14,6
2,8
12,9
7,4
11,1
13,8
12,5
6,9
15,14
7,5
5,2
5,10
6,12
6,9
12,16
13,8
16,12
8,3
14,7
1,14
4,13
16,6
8,5
9,5
5,16
16,3
12,4
6,2
13,9
2,10
4,2
14,13
