"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen15_0002",0.441476,0.060184,0.066996,0,1,0,1,1,0,1,1,1,1,0,0,1,0.0499418281546363,0.0749980153564624,0.055334532807282,8
"gen15_0043",0.419744,0.063012,0.066635,0,1,0,1,1,0,1,1,1,1,0,0,1,0.0499692648378293,0.0886199000291292,0.055302086196271,8
"gen15_0060",0.412334,0.064025,0.066747,0,1,0,1,1,0,1,1,1,1,0,0,1,0.0499846402727717,0.090073591846959,0.0553044398700623,8
"gen15_0023",0.540923,0.061501,0.067882,0,1,0,1,1,0,1,1,1,1,0,0,1,0.0500142586882443,0.0958797701780252,0.0557560893923689,8
"gen15_0056",0.466898,0.064794,0.068669,0,1,0,1,1,0,1,1,1,1,0,0,1,0.0500548898727071,0.101302755340253,0.0556218289292779,8
"gen15_0005",0.51814,0.060269,0.064602,1,1,0,1,1,0,1,1,1,1,0,0,1,0.0500836579944941,0.103810837830987,0.0559589366871108,9
"gen15_0024",0.739105,0.061346,0.069174,0,1,0,1,1,0,1,1,1,1,0,0,1,0.0500874945328104,0.114523265202927,0.0563277590333624,8
"gen15_0009",0.467174,0.058393,0.066512,1,1,0,1,1,0,1,1,1,1,0,0,1,0.0501485908255984,0.0892394713021196,0.0556661528888433,9
"gen15_0033",0.478035,0.05841,0.066667,1,1,0,1,1,0,1,1,1,1,0,0,1,0.0501534853488267,0.0970099585687569,0.0557019540859582,9
"gen15_0054",0.432127,0.060249,0.049593,0,1,0,1,1,1,1,1,1,1,0,0,1,0.0501627704595777,0.111711085503548,0.0536736073891867,9
"gen15_0037",0.452203,0.061632,0.065007,1,1,0,1,1,0,1,1,1,1,0,0,1,0.0501653040863372,0.0989498128794262,0.0557484108031458,9
"gen15_0010",0.463769,0.064066,0.065049,1,1,0,1,1,0,1,1,1,1,0,0,1,0.0501759242216443,0.103697941815756,0.0559863369089196,9
"gen15_0049",0.468138,0.058611,0.06758,1,1,0,1,1,0,1,1,1,1,0,0,1,0.0501768079495706,0.0987586373050504,0.055674993462039,9
"gen15_0011",0.480274,0.05875,0.067828,1,1,0,1,1,0,1,1,1,1,0,0,1,0.0501771969855108,0.0944389851969971,0.0557093996376037,9
"gen15_0012",0.440229,0.057198,0.068219,1,1,0,1,1,0,1,1,1,1,0,0,1,0.0501793164227326,0.0920196895610208,0.0556280280778823,9
"gen15_0058",0.465645,0.064067,0.065504,1,1,0,1,1,0,1,1,1,1,0,0,1,0.0501905681994497,0.113467896870952,0.0560033136232597,9
"gen15_0039",0.453192,0.058815,0.068151,1,1,0,1,1,0,1,1,1,1,0,0,1,0.0501926660995078,0.0962133316935237,0.055624398305618,9
"gen15_0045",0.460637,0.059074,0.068606,1,1,0,1,1,0,1,1,1,1,0,0,1,0.0502066740679128,0.0941216859739931,0.0556629318117758,9
"gen15_0062",0.440889,0.059779,0.067085,1,1,0,1,1,0,1,1,1,1,0,0,1,0.0502077568064683,0.0989132689343352,0.0556347927306367,9
"gen15_0046",0.456134,0.06054,0.068718,1,1,0,1,1,0,1,1,1,1,0,0,1,0.0502293605780905,0.101237167634372,0.0557283989551619,9
"gen15_0047",0.443881,0.058596,0.069993,1,1,0,1,1,0,1,1,1,1,0,0,1,0.0502498851538374,0.0925593815687867,0.0556161789776392,9
"gen15_0048",0.461297,0.062467,0.068609,1,1,0,1,1,0,1,1,1,1,0,0,1,0.050256651957179,0.101140326780936,0.0559031504410464,9
"gen15_0041",0.454183,0.063973,0.067835,1,1,0,1,1,0,1,1,1,1,0,0,1,0.0502629015611243,0.102044975673792,0.0559739174131922,9
"gen15_0020",0.485784,0.065121,0.068322,1,1,0,1,1,0,1,1,1,1,0,0,1,0.0502643193234129,0.110384977182885,0.0560684923774456,9
