"NAMES","LogCost","Gamma","Epsilon","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen2_0033",-0.148839,0.071727,0.089509,0,0,0,1,1,0,1,1,0,1,0,1,0,0.0546098920833257,0.0393821282141863,0.0535623416014794,6
"gen2_0015",-0.20313,0.023855,0.137312,0,0,0,1,1,0,1,1,1,1,0,0,1,0.0556252763230961,0.0198199577555406,0.0540923519205294,7
"gen2_0022",-0.172291,0.2096,0.105687,1,0,0,1,1,1,1,1,0,1,1,1,0,0.0563145009625355,0.156248064985132,0.0541065318467663,9
"gen2_0002",0.64577,0.198292,0.056753,1,1,0,0,1,0,1,1,1,0,1,0,0,0.056525920063914,0.180797882434173,0.0629818966916517,7
"gen2_0001",-0.102219,0.223498,0.15393,0,0,0,1,0,0,1,1,0,1,0,1,1,0.0578339559772328,0.0730085833843273,0.0543826624824093,6
"gen2_0003",-0.397381,0.26765,0.172347,1,1,0,1,0,0,1,1,1,1,1,0,0,0.0593060272636504,0.110179659679483,0.0576092189451198,8
"gen2_0037",0.082432,0.307767,0.18527,1,0,0,1,0,0,1,1,0,1,1,0,0,0.0595140924855021,0.107980124267192,0.0558559661042745,6
"gen2_0062",-0.151978,0.209257,0.114543,0,1,0,0,0,0,1,1,0,0,1,0,0,0.0595496210666718,0.0277676847424607,0.0585325549521417,4
"gen2_0057",-0.132822,0.01874,0.287472,1,1,0,1,0,1,1,1,1,1,1,1,0,0.0597395997767539,0.0182740427492398,0.0557324187842593,10
"gen2_0020",-0.374843,0.264329,0.190411,1,1,0,1,0,0,1,1,1,1,1,0,0,0.0599186943955746,0.102055647289481,0.0571728204265444,8
"gen2_0018",-0.332766,0.040826,0.300583,0,0,0,1,1,1,1,1,1,1,1,0,0,0.0614507907499243,0.0287640372759293,0.0571357655520246,8
"gen2_0043",0.940774,0.306776,0.218796,1,1,0,0,1,0,1,1,1,0,1,0,0,0.0615286983930953,0.253851317164384,0.0659981799294815,7
"gen2_0048",-0.167478,0.276221,0.270033,0,0,0,1,0,0,1,1,1,1,0,0,0,0.0616315794296542,0.0654706600326658,0.0554788456376308,5
"gen2_0036",0.425347,0.281801,0.238488,1,1,0,1,0,0,1,1,1,0,1,0,0,0.0618438785812848,0.140263609730481,0.0558102903386893,7
"gen2_0039",-0.093037,0.221719,0.250919,0,1,0,1,1,0,1,1,1,1,1,1,1,0.0623419112792352,0.19199394310044,0.0610278390639945,10
"gen2_0004",-0.3597,0.105274,0.291266,1,1,0,1,0,1,1,1,1,1,1,1,1,0.0625147409452848,0.0721954628586462,0.0573625944351911,11
"gen2_0044",0.780235,0.283341,0.260474,1,1,0,0,1,0,1,1,0,0,1,0,0,0.0645889424594017,0.130670518869015,0.0641718650517299,6
"gen2_0042",-0.09462,0.370305,0.243965,1,1,0,1,0,1,1,1,1,1,1,0,0,0.0648449485729759,0.193035558071091,0.0590925690610406,9
