"Par1","Par2"
8,7
8,3
3,2
5,16
1,7
4,11
1,7
16,5
2,14
11,12
2,8
10,14
1,13
9,5
11,6
7,13
9,3
8,14
1,2
7,3
11,16
8,16
16,6
13,1
13,14
8,16
1,8
10,9
16,3
4,10
16,4
11,12
1,16
10,1
15,9
4,16
10,6
11,12
8,15
5,8
10,11
12,8
7,3
8,9
8,16
7,14
9,1
10,1
