"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen14_0001",570,10.6,0,1,1,0,1,0,1,1,1,1,1,1,0
"gen14_0002",714,10.9,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen14_0003",734,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0004",556,10.5,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0005",735,10.4,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen14_0006",721,10.6,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0007",832,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0008",694,8.6,0,1,1,0,1,0,1,1,1,1,1,1,0
"gen14_0009",766,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0010",720,10.7,1,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0011",820,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0012",638,10.4,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen14_0013",745,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0014",711,10.8,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0015",713,10.7,0,0,1,1,1,0,1,1,1,1,0,1,0
"gen14_0016",765,10.5,0,1,0,1,1,0,1,1,1,1,0,1,0
"gen14_0017",737,10.6,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0018",762,10.6,0,1,0,1,1,0,1,1,1,1,0,1,0
"gen14_0019",719,10.4,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen14_0020",572,10.5,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0021",559,10.6,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0022",710,10.6,0,0,1,1,1,0,1,1,1,1,0,1,0
"gen14_0023",836,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0024",707,10.8,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0025",788,10.1,0,1,1,0,1,0,1,1,1,1,0,1,0
"gen14_0026",738,9.2,0,1,1,1,1,0,1,1,1,1,1,1,0
"gen14_0027",644,10.6,0,1,0,0,1,0,1,1,1,1,0,1,0
"gen14_0028",661,10.4,1,1,1,1,1,1,1,1,1,1,1,1,0
"gen14_0029",756,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0030",754,10.5,0,1,0,1,1,0,1,1,1,1,0,1,0
"gen14_0031",718,10.7,0,0,1,1,1,0,1,1,1,1,0,1,0
"gen14_0032",716,10.6,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0033",697,10.4,0,1,0,1,1,0,1,1,1,1,0,1,0
"gen14_0034",706,10.5,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen14_0035",815,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0036",783,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0037",773,10.5,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0038",549,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0039",672,10.4,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen14_0040",732,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0041",613,10.5,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen14_0042",581,10.4,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0043",795,9.8,0,1,1,0,1,0,1,1,1,1,0,1,0
"gen14_0044",731,9.5,0,1,1,1,1,0,1,1,1,1,1,1,0
"gen14_0045",714,10.7,0,0,1,1,1,1,1,1,1,1,0,1,0
"gen14_0046",713,10.9,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0047",793,10.7,0,1,1,0,1,0,1,1,1,1,0,1,0
"gen14_0048",597,10.6,0,1,1,1,1,0,1,1,1,1,1,1,0
"gen14_0049",714,10.5,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0050",764,10.7,0,0,0,1,1,0,1,1,1,1,0,1,0
"gen14_0051",718,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0052",823,10.6,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0053",715,10.9,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0054",720,10.6,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen14_0055",721,10.7,0,0,1,1,1,0,1,1,1,1,0,1,0
"gen14_0056",712,10.7,1,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0057",774,10.6,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0058",614,10.6,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0059",755,10.5,1,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0060",800,10.6,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen14_0061",729,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0062",547,10.5,1,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0063",637,10.5,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen14_0064",640,10.6,0,1,1,1,1,0,1,1,1,1,0,1,0
