"Par1","Par2"
3,8
10,8
9,15
15,14
6,1
5,15
1,12
9,13
5,3
10,15
16,5
5,8
15,11
8,5
3,8
13,16
13,5
9,2
12,3
6,8
13,12
8,13
9,8
2,1
11,4
14,11
14,7
11,3
7,3
3,1
12,1
11,6
11,16
11,14
5,10
9,5
11,1
14,3
16,5
5,10
9,16
1,12
3,14
7,4
15,2
5,1
6,15
13,5
