"Par1","Par2"
5,15
13,3
14,6
10,1
1,10
15,2
4,16
7,9
16,6
14,12
4,2
15,3
10,16
3,7
10,14
13,6
13,7
1,14
10,5
5,6
7,13
4,8
8,7
4,12
15,6
14,3
4,9
4,12
5,12
6,9
1,11
4,14
11,7
15,3
5,10
6,16
1,15
12,10
9,10
13,7
9,14
6,10
7,2
8,1
13,11
12,2
10,8
16,10
