"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen13_0031",570,10.6,0,1,1,0,1,0,1,1,1,1,1,1,0,0.0540195747639424,0.0883832144103011,0.0552497120806558,9
"gen13_0056",714,10.9,0,1,1,1,1,1,1,1,1,1,0,1,0,0.0541438689604753,0.106171768642605,0.0548709032886163,10
"gen13_0057",734,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0,0.054223137574867,0.0898305325572723,0.0547214492881746,9
"gen13_0052",556,10.5,0,1,1,1,1,0,1,1,1,1,0,1,0,0.0542495893807494,0.0829656893313411,0.0541422507598859,9
"gen13_0047",735,10.4,1,1,0,1,1,1,1,1,1,1,0,1,0,0.0542960145851137,0.100144399908586,0.0545709769909107,10
"gen13_0032",721,10.6,0,1,1,1,1,0,1,1,1,1,0,1,0,0.0543000720175045,0.0882317622302604,0.0540891826150266,9
"gen13_0005",832,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0,0.0543040370136212,0.089935119956751,0.0548559159002099,9
"gen13_0051",694,8.6,0,1,1,0,1,0,1,1,1,1,1,1,0,0.0543634388399169,0.0805087396990991,0.0544435678590718,9
"gen13_0018",766,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0,0.0543686381440373,0.0911910011881385,0.0546745276667383,9
"gen13_0003",720,10.7,1,1,1,1,1,0,1,1,1,1,0,1,0,0.0543797940247866,0.0977808291462575,0.0545119372260309,10
"gen13_0042",820,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0,0.0544383263689738,0.0909409712008476,0.0550930822368881,9
"gen13_0044",638,10.4,0,1,0,1,1,1,1,1,1,1,0,1,0,0.0544606989996129,0.0857160451276178,0.0535957619310609,9
"gen13_0041",745,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0,0.0544675444482641,0.0886072533626571,0.0544679500597694,9
"gen13_0046",711,10.8,0,1,1,1,1,0,1,1,1,1,0,1,0,0.0544844969926593,0.0856369478986348,0.0544943545037141,9
"gen13_0053",713,10.7,0,0,1,1,1,0,1,1,1,1,0,1,0,0.0544960375896425,0.0856559698782313,0.0539272261564594,8
