"NAMES","N","Cost","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen13_0001",723,10.8,0,1,1,1,1,1,1,1,1,1,0,0,0
"gen13_0002",711,10.8,0,1,1,1,0,0,1,1,1,1,0,1,0
"gen13_0003",720,10.7,1,1,1,1,1,0,1,1,1,1,0,1,0
"gen13_0004",733,10.7,0,0,1,1,1,0,1,1,1,1,0,0,0
"gen13_0005",832,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen13_0006",723,10.6,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen13_0007",596,10.4,0,1,1,1,1,0,1,1,1,1,0,0,0
"gen13_0008",720,10.7,1,0,1,1,1,0,1,1,1,1,0,1,0
"gen13_0009",734,10.4,1,0,0,1,1,1,1,1,1,1,0,1,0
"gen13_0010",601,10.6,0,0,1,1,1,1,1,1,1,1,0,1,0
"gen13_0011",721,10.8,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen13_0012",710,10.7,1,1,1,0,1,1,1,1,1,1,0,1,1
"gen13_0013",648,11.1,0,1,1,1,1,1,0,1,1,1,0,1,0
"gen13_0014",708,10.7,1,1,0,1,1,0,1,0,1,1,0,1,0
"gen13_0015",571,10.5,0,1,1,0,1,0,1,1,1,1,1,1,0
"gen13_0016",738,10.4,0,1,0,1,1,0,1,0,1,1,0,1,0
"gen13_0017",786,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen13_0018",766,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen13_0019",727,-10.3,0,1,0,0,1,0,0,1,1,0,0,1,0
"gen13_0020",719,10.4,1,1,0,1,1,0,1,1,1,1,0,1,0
"gen13_0021",707,10.7,1,1,1,1,1,0,1,1,1,1,0,1,0
"gen13_0022",734,-3.9,0,1,0,1,1,0,1,1,1,1,0,1,0
"gen13_0023",759,10.8,0,1,1,1,1,0,0,1,1,1,0,1,0
"gen13_0024",784,-6.9,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen13_0025",690,10.9,1,0,1,1,1,1,1,1,1,1,0,1,0
"gen13_0026",666,10.9,0,1,0,1,1,0,1,1,1,1,0,1,0
"gen13_0027",712,10.6,1,1,1,0,1,0,1,0,1,1,1,1,0
"gen13_0028",569,10.6,0,1,1,1,1,0,1,1,1,1,0,1,1
"gen13_0029",721,10.8,1,1,1,1,1,0,1,1,1,1,0,1,0
"gen13_0030",733,10.7,0,1,1,0,1,0,0,1,1,1,0,1,0
"gen13_0031",570,10.6,0,1,1,0,1,0,1,1,1,1,1,1,0
"gen13_0032",721,10.6,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen13_0033",765,10.5,0,1,0,1,1,0,1,1,1,1,0,1,0
"gen13_0034",805,10.6,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen13_0035",707,11.1,0,1,1,1,1,1,0,1,1,1,0,1,0
"gen13_0036",661,10.7,1,1,1,1,1,0,1,1,1,1,0,1,0
"gen13_0037",347,10.7,0,1,1,0,0,0,1,1,1,1,1,1,0
"gen13_0038",756,10.5,0,1,1,1,0,0,1,1,1,1,0,1,0
"gen13_0039",717,10.7,1,1,0,1,1,0,1,1,1,1,0,0,0
"gen13_0040",606,10.8,1,1,1,1,0,1,0,0,1,1,0,1,0
"gen13_0041",745,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen13_0042",820,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen13_0043",701,10.6,0,1,1,1,1,0,1,1,1,1,0,1,1
"gen13_0044",638,10.4,0,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0045",720,10.7,0,1,0,1,1,0,1,1,1,1,0,1,0
"gen13_0046",711,10.8,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen13_0047",735,10.4,1,1,0,1,1,1,1,1,1,1,0,1,0
"gen13_0048",737,10.4,0,0,0,1,1,1,1,1,0,1,0,1,0
"gen13_0049",565,10.5,0,1,0,1,1,0,1,1,1,1,0,1,0
"gen13_0050",714,10.7,1,0,1,0,1,0,1,1,1,1,1,1,0
"gen13_0051",694,8.6,0,1,1,0,1,0,1,1,1,1,1,1,0
"gen13_0052",556,10.5,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen13_0053",713,10.7,0,0,1,1,1,0,1,1,1,1,0,1,0
"gen13_0054",718,10.8,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen13_0055",657,10.8,0,1,1,1,1,0,1,1,1,1,0,0,0
"gen13_0056",714,10.9,0,1,1,1,1,1,1,1,1,1,0,1,0
"gen13_0057",734,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen13_0058",710,10.8,1,1,0,1,1,0,1,1,1,1,0,1,0
"gen13_0059",797,10.7,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen13_0060",743,10.7,1,1,0,1,1,0,1,1,1,1,0,1,0
"gen13_0061",734,10.7,0,1,0,1,1,1,1,0,1,1,0,1,0
"gen13_0062",727,10.5,0,1,1,1,1,0,1,1,1,1,0,1,0
"gen13_0063",615,10.6,0,1,1,1,1,0,0,1,1,1,0,1,0
"gen13_0064",257,10.8,0,0,1,1,1,0,1,1,1,1,0,1,0
