"Par1","Par2"
14,6
10,8
15,8
12,15
12,2
5,6
9,11
6,11
14,16
13,10
9,13
2,16
2,14
12,2
11,1
14,11
4,9
13,6
1,16
7,12
12,10
8,12
2,11
16,9
16,13
4,14
2,4
10,15
9,14
14,12
7,2
6,16
5,12
16,6
4,9
1,5
3,6
14,15
10,4
8,15
9,10
8,1
12,14
10,2
11,7
15,11
10,7
3,9
