"Par1","Par2"
7,14
7,11
16,10
6,16
7,10
15,1
15,2
11,13
9,8
14,5
16,13
14,1
15,8
15,7
7,3
13,7
1,10
6,2
6,7
12,9
10,8
5,4
4,9
11,2
9,2
2,9
8,11
16,14
9,2
8,3
1,4
5,4
14,3
10,15
14,9
5,15
10,2
14,15
13,8
15,16
16,14
4,10
2,11
9,7
11,13
5,1
2,15
13,5
