"Par1","Par2"
4,3
5,10
14,8
2,10
8,10
15,8
11,8
9,1
7,2
11,3
10,14
15,16
13,6
5,4
11,13
10,5
4,8
6,2
5,2
16,10
5,13
12,8
9,2
6,7
12,1
12,7
15,10
2,12
3,15
12,8
11,6
8,4
8,16
3,1
15,14
15,10
3,1
4,1
9,12
12,2
9,6
13,9
11,5
6,4
15,7
8,2
1,7
4,2
