"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen11_0001",25,0.236228,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen11_0002",17,0.206549,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen11_0003",22,0.209141,1,0,1,1,1,1,1,1,0,0,1,0,0
"gen11_0004",23,0.237285,1,0,1,1,1,1,1,1,0,1,1,0,0
"gen11_0005",21,0.214716,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen11_0006",22,0.212449,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen11_0007",28,0.352109,1,1,1,1,1,1,1,0,1,1,0,1,0
"gen11_0008",22,0.218629,0,1,1,0,1,1,1,0,0,1,0,0,0
"gen11_0009",22,0.218695,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen11_0010",23,0.195717,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen11_0011",18,0.202598,1,0,1,0,1,1,1,1,0,1,0,0,0
"gen11_0012",23,0.198716,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen11_0013",22,0.215323,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen11_0014",23,0.202568,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen11_0015",23,0.195768,1,1,1,0,1,1,1,1,1,1,0,0,0
"gen11_0016",23,0.2027,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen11_0017",23,0.195715,1,1,1,0,1,1,1,1,0,0,0,0,0
"gen11_0018",23,0.19577,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen11_0019",21,0.214645,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen11_0020",19,0.203276,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen11_0021",22,0.218895,1,1,1,0,1,1,1,0,0,1,0,0,0
"gen11_0022",26,0.212249,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen11_0023",22,0.229718,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen11_0024",24,0.221226,1,1,1,0,1,1,1,1,0,1,1,0,0
"gen11_0025",17,0.211062,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen11_0026",21,0.210203,1,1,1,1,1,0,1,1,0,1,1,0,0
"gen11_0027",22,0.218608,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen11_0028",23,0.202655,1,1,0,1,1,1,1,1,1,1,0,0,0
"gen11_0029",18,0.20551,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen11_0030",21,0.219734,0,1,1,0,1,1,1,1,0,1,0,0,0
"gen11_0031",21,0.198699,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen11_0032",20,0.202615,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen11_0033",22,0.211424,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen11_0034",25,0.216346,1,1,1,0,1,0,1,1,0,1,1,0,0
"gen11_0035",22,0.21087,1,1,1,0,1,1,1,1,0,1,1,0,0
"gen11_0036",22,0.2169,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen11_0037",23,0.222082,1,1,1,0,1,1,1,0,0,1,1,0,0
"gen11_0038",27,0.219203,1,1,1,1,1,1,1,1,1,1,0,0,0
"gen11_0039",22,0.218435,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen11_0040",23,0.202828,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen11_0041",22,0.2153,1,0,1,1,1,1,1,1,0,1,0,0,0
"gen11_0042",23,0.237308,1,1,1,0,1,1,1,1,0,0,1,0,0
"gen11_0043",28,0.226245,1,1,1,1,1,1,1,0,1,1,1,0,0
"gen11_0044",23,0.23363,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen11_0045",23,0.219741,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen11_0046",25,0.215203,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen11_0047",22,0.206484,1,1,1,1,1,1,1,1,0,0,1,0,0
"gen11_0048",23,0.205357,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen11_0049",19,0.154975,1,1,1,0,1,1,1,1,1,1,0,0,0
"gen11_0050",21,0.207032,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen11_0051",24,0.219902,1,1,1,1,1,1,0,0,1,1,0,0,1
"gen11_0052",26,0.221317,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen11_0053",22,0.205106,1,1,1,0,1,1,1,1,0,1,1,1,0
"gen11_0054",23,0.216091,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen11_0055",22,0.221353,1,1,1,1,1,1,0,1,0,1,1,0,0
"gen11_0056",25,0.233504,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen11_0057",23,0.20223,0,1,1,1,1,1,1,1,0,1,0,0,0
"gen11_0058",23,0.196238,1,1,1,0,1,1,0,1,0,1,0,0,0
"gen11_0059",22,0.212113,1,1,1,1,1,1,1,0,0,1,1,0,0
"gen11_0060",23,0.203036,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen11_0061",23,0.209935,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen11_0062",22,0.207476,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen11_0063",17,0.218024,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen11_0064",30,0.207164,1,1,1,1,1,1,1,1,1,1,0,0,0
