"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1"
"gen13_0001",22,0.197004,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0002",17,0.211062,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen13_0003",17,0.209381,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen13_0004",22,0.229718,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen13_0005",22,0.199445,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0006",24,0.223671,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen13_0007",22,0.215097,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0008",22,0.218608,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0009",22,0.215498,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0010",18,0.20551,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen13_0011",23,0.200798,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen13_0012",23,0.195717,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0013",22,0.207476,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0014",22,0.218643,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen13_0015",22,0.203842,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0016",22,0.218435,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen13_0017",24,0.221685,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen13_0018",22,0.220629,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen13_0019",17,0.208929,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0020",22,0.205975,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen13_0021",23,0.218938,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0022",22,0.195387,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0023",22,0.200249,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen13_0024",23,0.219192,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen13_0025",23,0.21522,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0026",22,0.200675,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen13_0027",19,0.212041,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen13_0028",20,0.215948,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0029",22,0.215173,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen13_0030",23,0.20406,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen13_0031",20,0.205426,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen13_0032",20,0.199672,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0033",22,0.211282,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0034",22,0.206771,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0035",17,0.211833,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen13_0036",22,0.227266,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen13_0037",19,0.203876,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0038",21,0.201079,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen13_0039",23,0.224879,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen13_0040",24,0.194509,1,1,1,0,1,1,1,1,0,1,1,0,0
"gen13_0041",22,0.207172,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0042",22,0.211767,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0043",22,0.2049,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0044",18,0.219218,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen13_0045",22,0.201399,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen13_0046",22,0.232161,1,1,1,0,1,1,1,1,0,1,1,0,0
"gen13_0047",22,0.202973,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0048",22,0.21508,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0049",22,0.20551,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0050",22,0.216767,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen13_0051",24,0.224412,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen13_0052",22,0.198704,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0053",23,0.217198,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen13_0054",24,0.207271,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen13_0055",21,0.211736,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen13_0056",18,0.216253,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0057",23,0.219229,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen13_0058",23,0.223085,1,1,1,1,1,1,1,1,0,1,1,0,0
"gen13_0059",23,0.201948,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0060",22,0.202692,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen13_0061",23,0.213386,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0062",22,0.197428,1,1,1,0,1,1,1,1,0,1,0,0,0
"gen13_0063",19,0.208732,1,1,1,1,1,1,1,1,0,1,0,0,0
"gen13_0064",21,0.203128,1,1,1,1,1,1,1,1,0,1,1,0,0
