"NAMES","Neurons","Ridge","TempMed","TempMax","TempMin","HR","Vel","R","Bo0d","DeltaT","DeltaT_menos1","DeltaT_mas1","M","M_menos1","M_mas1","Cost1","Size1","CostTest","NumFeatures"
"gen16_0062",23,0.231392,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0590325517213784,0.0753057921770983,0.0729622518204289,10
"gen16_0001",18,0.210757,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0590888027941602,0.0948140584885641,0.0744656995724167,10
"gen16_0030",22,0.210575,1,1,1,1,1,1,1,1,0,1,1,0,0,0.059096136541892,0.0895438738047803,0.0731456947073051,10
"gen16_0002",18,0.220162,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0591001962088144,0.0797477337700398,0.0741632256854989,10
"gen16_0058",18,0.207398,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0591295932066345,0.0851688061091079,0.0725924665097899,10
"gen16_0019",22,0.199305,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0591814129544069,0.0842554556623616,0.0717112649426999,10
"gen16_0003",29,0.208367,1,1,1,0,1,1,1,1,0,1,1,0,0,0.0592201077275757,0.0677531282143964,0.0731794556421005,9
"gen16_0005",23,0.206867,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0592537849815743,0.0880449855827894,0.074592993045404,10
"gen16_0035",22,0.214841,1,1,1,1,1,1,1,1,0,1,1,0,0,0.059287726986735,0.082389700634182,0.0732058084577867,10
"gen16_0006",17,0.211508,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0592883689980196,0.0952436233591612,0.0737735182761652,10
"gen16_0010",17,0.210995,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0593727253806158,0.0950456985307272,0.0738667985531151,10
"gen16_0038",23,0.223812,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0593818769406396,0.0870106830039204,0.0730930287175076,10
"gen16_0024",21,0.217362,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0593982054527405,0.0857428611376577,0.0734756621240018,10
"gen16_0013",23,0.223231,1,1,1,1,1,1,1,1,0,1,0,0,0,0.0594165406337348,0.0630860942270155,0.0744810945963946,9
"gen16_0060",28,0.219266,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0594261326937614,0.0877836436963774,0.0737656137474168,10
"gen16_0014",21,0.233807,1,1,1,0,1,1,1,1,0,1,1,0,0,0.0594326527676093,0.0588356034133507,0.0729470343346035,9
"gen16_0015",18,0.206388,1,1,1,1,1,1,1,1,0,1,0,0,0,0.0594626264829772,0.0761478143912284,0.0754326873173134,9
"gen16_0064",21,0.21056,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0594741982156055,0.0929291428955766,0.0745988556011798,10
"gen16_0051",22,0.209059,1,1,1,0,1,1,1,1,0,1,0,0,0,0.0595021089442473,0.0549727766328783,0.0730290576957782,8
"gen16_0016",17,0.210996,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0595101781919223,0.0793602554380916,0.0737987466800492,10
"gen16_0033",18,0.210408,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0595108742587908,0.0886158563656997,0.0744232775988351,10
"gen16_0053",24,0.224018,1,1,1,0,1,1,1,1,0,1,0,0,0,0.0595605632360013,0.0534575741579733,0.0736732489355495,8
"gen16_0043",23,0.215487,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0595783233432906,0.0855362684255086,0.0731571903314669,10
"gen16_0023",24,0.217304,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0596151601895329,0.0828543167710558,0.0733358619810821,10
"gen16_0050",30,0.223201,1,1,1,1,1,1,1,1,0,1,0,0,0,0.059626084163292,0.0716205872419312,0.073760192616679,9
"gen16_0048",19,0.212886,1,1,1,0,1,1,1,1,0,1,0,0,0,0.0596864679226241,0.0566266160155965,0.0737205249792788,8
"gen16_0059",25,0.212772,1,1,1,1,1,1,1,1,0,1,1,0,0,0.059692090033345,0.0831165858456882,0.0735964366332978,10
"gen16_0020",23,0.208087,1,1,1,0,1,1,1,1,0,1,0,0,0,0.05970910134467,0.0531100180774405,0.0732391314635127,8
"gen16_0027",24,0.218342,1,1,1,0,1,1,1,1,0,1,1,0,0,0.0597490931755808,0.064386343634865,0.0717448892856062,9
"gen16_0022",22,0.215929,1,1,1,0,1,1,1,1,0,1,1,0,0,0.0598477923009669,0.05825742482248,0.0728537147240279,9
"gen16_0055",22,0.210763,1,1,1,0,1,1,1,1,0,1,1,0,0,0.0598744772454445,0.0647699872930775,0.073178278019966,9
"gen16_0037",19,0.220021,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0599023434574903,0.0760041034158993,0.074130840855851,10
"gen16_0056",17,0.19977,1,1,1,1,1,1,1,1,0,1,1,0,0,0.0599395993683488,0.0806760586377574,0.0738806511007418,10
"gen16_0008",22,0.199356,1,1,1,0,1,1,1,1,0,1,1,0,0,0.0599491584730434,0.0705003158210999,0.0727048283007669,9
"gen16_0057",18,0.219152,1,1,1,1,1,1,1,1,0,1,0,0,0,0.0599504613099233,0.0695382291916418,0.0762949285678469,9
"gen16_0028",22,0.203023,1,0,1,1,1,1,1,1,0,1,0,0,0,0.0599792692083349,0.0721820324244666,0.0734753432493887,8
"gen16_0021",18,0.21933,1,1,1,1,1,1,1,1,0,1,0,0,0,0.0600273490219446,0.0669551199405201,0.0762926193257345,9
"gen16_0047",20,0.213206,1,1,1,1,1,0,1,1,0,1,1,0,0,0.0601534962996026,0.0727702578046763,0.0730961710453646,9
"gen16_0061",23,0.226086,1,1,1,0,1,1,1,1,0,1,1,0,0,0.0602096621869399,0.067694406663229,0.0718857124334016,9
"gen16_0017",20,0.207376,1,1,1,1,1,1,1,1,0,1,0,0,0,0.0603090181293168,0.0755097445219962,0.0754765624165915,9
"gen16_0039",20,0.212383,1,1,1,1,1,1,1,1,0,1,0,0,0,0.0603590761458201,0.0697175160607358,0.075700711588937,9
"gen16_0007",18,0.210187,0,1,1,1,1,1,1,1,0,1,1,0,0,0.0604650865965734,0.0820449198051777,0.0749508014896396,9
"gen16_0004",22,0.197428,1,1,1,0,1,1,1,1,0,0,0,0,0,0.0604833260001641,0.0412137888222906,0.0728537285334503,7
"gen16_0041",20,0.224923,1,1,1,0,1,1,1,1,0,0,1,1,0,0.0605117744365808,0.0641615546584446,0.071722681097081,9
"gen16_0044",23,0.222248,1,1,1,1,1,1,1,1,1,1,0,0,0,0.0605531633210164,0.0947631150985792,0.0751674865778116,10
"gen16_0012",22,0.68744,1,1,1,0,1,1,1,1,0,1,1,0,0,0.0605993982891309,0.0279478520387011,0.0725040997362563,9
"gen16_0052",29,0.214405,1,1,1,1,1,1,1,1,0,0,1,0,1,0.0606530689134785,0.0880411294244037,0.0748940511744053,10
"gen16_0025",22,0.210876,1,1,1,0,1,1,1,1,1,1,1,0,0,0.0607148204506497,0.0852619282394584,0.0726623305915462,10
"gen16_0063",13,0.207064,1,1,1,1,1,1,1,1,0,1,1,1,0,0.0607175885467746,0.0976662861898625,0.0754350684003162,11
"gen16_0026",23,0.211088,1,1,1,1,1,1,1,1,0,0,0,0,0,0.060810003971224,0.0523348637901718,0.073053073402007,8
"gen16_0045",19,0.21439,1,1,1,1,1,1,1,0,0,1,1,0,0,0.0608319150279429,0.0758517924167715,0.0755787881644501,9
"gen16_0032",21,0.229609,1,1,1,0,1,1,1,1,0,0,1,1,0,0.0608865124213116,0.0634245174496809,0.0714861263036108,9
"gen16_0034",18,0.210536,0,1,1,1,1,1,1,1,0,1,1,0,1,0.0609148512394249,0.106466835933887,0.0756044732812345,10
"gen16_0040",19,0.213709,1,1,1,0,1,1,1,1,0,0,0,0,0,0.0609171828522156,0.0371884113738507,0.0716310861393477,7
